"course_id";"cname";"bid";"bname";"strt_session";"m_ord";"l_ord";"i_ord";"i_name";"type_id";"type_descr";"graded";"started";"completed";"total";"interact_cnt"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;0;0;"Valuation System at a Glance";1;"lecture";0;"825";"3277";"4102";"11631"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;0;1;"Dual Process Theory & Neuroeconomics";1;"lecture";0;"688";"3208";"3896";"10519"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;1;0;"Modulation of the Value Signal by the DLPFC";1;"lecture";0;"648";"3116";"3764";"9991"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;1;1;"Self-regulation & DLPFC";1;"lecture";0;"702";"2996";"3698";"9932"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;2;0;"Samuel McClure – ""Dual or Single?"" [Expert Opinion]";1;"lecture";0;"946";"2479";"3425";"7771"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;3;0;"Valuation System";6;"exam";1;"348";"3394";"3742";"106272"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";6;3;1;"Readings and Resources";3;"supplement";0;"554";"2509";"3063";"5282"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;0;0;"Risk as Uncertainty of the Outcome";1;"lecture";0;"854";"2998";"3852";"10879"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;0;1;"Anticipatory Affect Model";1;"lecture";0;"654";"2922";"3576";"9383"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;1;0;"Neuroeconomics of Risk Aversion";1;"lecture";0;"686";"2845";"3531";"9424"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;1;1;"""Decision Weights"", Framing Effect, and Prospect Theory";1;"lecture";0;"714";"2792";"3506";"8802"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;2;0;"Brian Knutson – ""The Nucleus Accumbens: Rewards and Risks..."" [Expert Opinion]";1;"lecture";0;"904";"2232";"3136";"7213"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;3;0;"Risk";6;"exam";1;"355";"3242";"3597";"116996"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";7;3;1;"Readings and Resources";3;"supplement";0;"551";"2371";"2922";"5158"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;0;0;"Game Theory as a Tool to Study Decisions in Groups";1;"lecture";0;"848";"2808";"3656";"9445"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;0;1;"The Prisoner's Dilemma as a Model of Cooperation";1;"lecture";0;"623";"2768";"3391";"8130"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;1;0;"A Neural Basis for Social Cooperation";1;"lecture";0;"645";"2742";"3387";"8285"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;1;1;"Mirror Neurons: Understanding Goals via a Simulation";1;"lecture";0;"688";"2647";"3335";"8077"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;2;0;"Game Theory";6;"exam";1;"320";"3194";"3514";"98047"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";8;2;1;"Readings and Resources";3;"supplement";0;"515";"2364";"2879";"4897"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;0;0;"Ontogenetic and Evolutionary Origin of Cooperation";1;"lecture";0;"728";"2720";"3448";"8365"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;1;0;"Biological Market Theory";1;"lecture";0;"700";"2657";"3357";"8200"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;2;0;"Trading with Capuchins";1;"lecture";0;"637";"2591";"3228";"7912"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;2;1;"Do Capuchin Monkeys Reject Unequal Pay? The End!";1;"lecture";0;"635";"2516";"3151";"7297"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;3;0;"Cooperation";6;"exam";1;"289";"3106";"3395";"99327"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";9;3;1;"Readings and Resources";3;"supplement";0;"493";"2359";"2852";"4893"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";10;0;0;"Final Exam";6;"exam";1;"391";"3058";"3449";"135323"
127;"Introduction to Neuroeconomics: How the Brain Makes Decisions";"mGM6AmlPEeSdNiIACrbZkA";"Original";"2016-07-25 07:00:00";10;0;1;"Post-Course Survey";3;"supplement";0;"326";"1804";"2130";"3622"
